,movie,chapter,character,dialog,movie_number
216,Harry Potter and the Philosopher's Stone,Ron and Hermione,Ron Weasley,"Well, you can't expect him to hang around all day, can you?  This is Scabbers, by the way, pathetic, isn't he?",1
217,Harry Potter and the Philosopher's Stone,Ron and Hermione,Harry Potter,A little.,1
218,Harry Potter and the Philosopher's Stone,Ron and Hermione,Ron Weasley,Fred gave me a spell as to turn him yellow. Want to see?,1
219,Harry Potter and the Philosopher's Stone,Ron and Hermione,Harry Potter,Yeah!,1
220,Harry Potter and the Philosopher's Stone,Ron and Hermione,Ron Weasley,Ahem. Sun-,1
221,Harry Potter and the Philosopher's Stone,Ron and Hermione,Hermione Granger,Has anyone seen a toad? A boy named Neville's lost one.,1
222,Harry Potter and the Philosopher's Stone,Ron and Hermione,Ron Weasley,No.,1
223,Harry Potter and the Philosopher's Stone,Ron and Hermione,Hermione Granger,"Oh, are you doing magic? Let's see then.",1
224,Harry Potter and the Philosopher's Stone,Ron and Hermione,Ron Weasley,"Sunshine, daises, butter mellow, turn this stupid fat rat yellow!",1
225,Harry Potter and the Philosopher's Stone,Ron and Hermione,Hermione Granger,"Are you sure that's a real spell? Well, it's not very good, is it? Of course I've only tried a few simple spells myself, and they've all worked for me. For example...  Oculus Reparo.  That's better, isn't it? Holy Cricket, you're Harry Potter. I'm Hermione Granger...and you are...?",1
226,Harry Potter and the Philosopher's Stone,Ron and Hermione,Ron Weasley,I'm...Ron Weasley.,1
227,Harry Potter and the Philosopher's Stone,Ron and Hermione,Hermione Granger,"Pleasure. You two better change into your robes. I expect we'll be arriving soon.  You've got dirt, on your nose, by the way, did you know? Just there.",1
228,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,Rubeus Hagrid,"Right, then! First years! This way, please! Come on, now, don't be shy! Come on now, hurry up!",1
229,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,Rubeus Hagrid,"Hello, Harry.",1
230,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,Harry Potter,"Hey, Hagrid.",1
231,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,Ron Weasley,Whoaa!,1
232,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,Rubeus Hagrid,"Right then. This way to the boats! Come on, now, follow me.",1
233,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,Ron Weasley,Wicked.,1
234,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,Minerva McGonagall,"Welcome to Hogwarts. Now, in a few moments, you will pass through these doors and join your classmates. But before you can take your seats, you must be sorted into your houses. They are Gryffindor, Hufflepuff, Ravenclaw, and Slytherin. Now while you’re here, your house will be like your family. Your triumphs will earn you house points. Any rule breaking, and you will lose points. At the end of the year, the house with the most points is awarded the house cup.",1
235,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,Neville Longbottom,Trevor!  Sorry.,1
236,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,Minerva McGonagall,The sorting ceremony will begin momentarily.,1
237,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,Draco Malfoy,"It's true then, what they're saying on the train. Harry Potter has come to Hogwarts.  This is Crabbe and Goyle. And I'm Malfoy...Draco Malfoy.  Think my name's funny, do you? No need to ask yours. Red hair, and a hand-me-down robe? You must be a Weasley. Well, soon find that some wizarding families are better than others, Potter. Don’t want to go making friends with the wrong sort. I can help you there.",1
238,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,Harry Potter,"I think I can tell who the wrong sort are for myself, thanks.",1
239,Harry Potter and the Philosopher's Stone,Welcome to Hogwarts,Minerva McGonagall,We're ready for you now. Follow me.,1
240,Harry Potter and the Philosopher's Stone,The Sorting Hat,Hermione Granger,"It's not real, the ceiling. It's just bewitched to look like the night sky. I read about it in Hogwarts: A History.",1
241,Harry Potter and the Philosopher's Stone,The Sorting Hat,Minerva McGonagall,"Will you wait along here, please? Now, before we begin, Professor Dumbledore would like to say a few words.",1
242,Harry Potter and the Philosopher's Stone,The Sorting Hat,Albus Dumbledore,"I have a few start of term notices I wish to announce. The first years please note that the dark forest is strictly forbidden to all students. Also, our caretaker, Mr. Filch  has asked me to remind you that the 3rd floor corridor on the right hand side is out of bounds to everyone who does not wish to die a most painful death. Thank you.",1
243,Harry Potter and the Philosopher's Stone,The Sorting Hat,Minerva McGonagall,"When I call your name, you will come forth, I shall place the sorting hat on your head, and you will be sorted into your houses. Hermione Granger.",1
244,Harry Potter and the Philosopher's Stone,The Sorting Hat,Hermione Granger,"Oh, no. Okay, relax.",1
245,Harry Potter and the Philosopher's Stone,The Sorting Hat,Ron Weasley,"Mental that one, I'm telling you.",1
246,Harry Potter and the Philosopher's Stone,The Sorting Hat,Sorting Hat,"Ah, right then...hmm...right. Okay...Gryffindor!!",1
247,Harry Potter and the Philosopher's Stone,The Sorting Hat,Minerva McGonagall,Draco Malfoy.,1
248,Harry Potter and the Philosopher's Stone,The Sorting Hat,Sorting Hat,SLYTHERIN!,1
249,Harry Potter and the Philosopher's Stone,The Sorting Hat,Ron Weasley,There isn't a witch or wizard who went bad who wasn’t in Slytherin.,1
250,Harry Potter and the Philosopher's Stone,The Sorting Hat,Minerva McGonagall,Susan Bones.,1
251,Harry Potter and the Philosopher's Stone,The Sorting Hat,Harry Potter,Ahh!,1
252,Harry Potter and the Philosopher's Stone,The Sorting Hat,Ron Weasley,"Harry, what is it?",1
253,Harry Potter and the Philosopher's Stone,The Sorting Hat,Harry Potter,"Nothing... nothing, I'm fine.",1
254,Harry Potter and the Philosopher's Stone,The Sorting Hat,Sorting Hat,Let's see...I know...Hufflepuff!,1
255,Harry Potter and the Philosopher's Stone,The Sorting Hat,Minerva McGonagall,Ronald Weasley.,1
256,Harry Potter and the Philosopher's Stone,The Sorting Hat,Sorting Hat,Ha! Another Weasley. I know just what to do with you... Gryffindor!!,1
257,Harry Potter and the Philosopher's Stone,The Sorting Hat,Minerva McGonagall,Harry Potter.,1
258,Harry Potter and the Philosopher's Stone,The Sorting Hat,Sorting Hat,"Hmm...difficult, very difficult. Plenty of courage I see, not a bad mind, either. There's talent, oh yes, and a thirst to prove yourself. But where to put you?",1
259,Harry Potter and the Philosopher's Stone,The Sorting Hat,Harry Potter,Not Slytherin. Not Slytherin.,1
260,Harry Potter and the Philosopher's Stone,The Sorting Hat,Sorting Hat,"Not Slytherin, eh? Are you sure? You could be great, you know. It’s all here in your head. And Slytherin will help you on the way to greatness! There's no doubt about that. No?",1
261,Harry Potter and the Philosopher's Stone,The Sorting Hat,Harry Potter,Not Slytherin...anything but Slytherin.,1
262,Harry Potter and the Philosopher's Stone,The Sorting Hat,Sorting Hat,"Well, if you're sure... better be... GRYFFINDOR!!",1
263,Harry Potter and the Philosopher's Stone,The Sorting Hat,Fred Weasley,We got Potter! We got Potter!,1
264,Harry Potter and the Philosopher's Stone,The Sorting Hat,George Weasley,We got Potter! We got Potter!,1
265,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Minerva McGonagall,"Your attention, please.",1
266,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Albus Dumbledore,Let the feast...begin.,1
267,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Harry Potter,Wow.,1
268,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Seamus Finnigan,I'm half and half. Me dad's a Muggle. Mam's a witch. Bit of a nasty shock for him when he found out.,1
269,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Harry Potter,"Say, Percy, who's that teacher talking to Professor Quirrell?",1
270,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Percy Weasley,"Oh, that's Professor Snape, head of Slytherin house.",1
271,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Harry Potter,What's he teach?,1
272,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Percy Weasley,Potions. But everyone knows it's the Dark Arts he fancies. He's been after Quirrell’s job for years.,1
273,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Ron Weasley,Ahh!,1
274,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Nearly Headless Nick,Hello! How are you? Welcome to Gryffindor.,1
275,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Bloody Baron,Whoo-hoo-hoo!,1
276,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Girl,"Look, it’s the Bloody Baron!",1
277,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Percy Weasley,"Hello, Sir Nicholas. Have a nice summer?",1
278,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Nearly Headless Nick,"Dismal. Once again, my request to join the headless hunt has been denied.",1
279,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Ron Weasley,I know you! You're Nearly Headless Nick!,1
280,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Nearly Headless Nick,I prefer Sir Nicholas if you don't mind.,1
281,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Hermione Granger,Nearly headless? How can you be nearly headless?,1
282,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Nearly Headless Nick,Like this.,1
283,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Ron Weasley,Ahh!,1
284,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Percy Weasley,"Gryffindors, follow me, please. Keep up. Thank you.",1
285,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Boy,"Ravenclaws, follow me. This way.",1
286,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Percy Weasley,"This is the most direct path to the dormitories. Oh, and keep an eye on the staircases...they like to change.",1
287,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Percy Weasley,"Keep up, please, and follow me. Quickly now, come on. Come on.",1
288,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Neville Longbottom,"Seamus, that picture's moving!",1
289,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Ron Weasley,"Look at that one, Harry!",1
290,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Harry Potter,I think she fancies you.,1
291,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Girl,"Oh, look! Look! Who's that girl?",1
292,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Man in a painting,Welcome to Hogwarts.,1
293,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Girl,Who's that?,1
294,Harry Potter and the Philosopher's Stone,Nick and Other Residents,The Fat Lady,Password?,1
295,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Percy Weasley,"Caput Draconis.  Follow me, everyone. Keep up, quickly, come on.",1
296,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Girl,"Oh, wow.",1
297,Harry Potter and the Philosopher's Stone,Nick and Other Residents,Percy Weasley,"Gather 'round here. Welcome to the Gryffindor Common Room. Boy's dormitories, upstairs and down to your left. Girls, the same on your right. You'll find that your belongings have already been brought up.",1
298,Harry Potter and the Philosopher's Stone,Potions and Parcels,Ron Weasley,"Whew, we made it. Can you imagine the look on McGonagall's face if we were late?",1
299,Harry Potter and the Philosopher's Stone,Potions and Parcels,Ron Weasley,That was bloody brilliant.,1
300,Harry Potter and the Philosopher's Stone,Potions and Parcels,Minerva McGonagall,"Thank you for that assessment, Mr. Weasley. Perhaps if I were to transfigure Mr. Potter and yourself into a pocketwatch, that way one of you might be on time.",1
301,Harry Potter and the Philosopher's Stone,Potions and Parcels,Harry Potter,We got lost.,1
302,Harry Potter and the Philosopher's Stone,Potions and Parcels,Minerva McGonagall,Then perhaps a map? I trust you don't need one to find your seats.,1
303,Harry Potter and the Philosopher's Stone,Potions and Parcels,Severus Snape,"There will be no foolish wand waving or silly incantations in this class. As such, I don't expect many of you to appreciate the subtle science and exact art that is potion making. However, for those select few...  who possess the predisposition, I can teach you how to bewitch the mind and ensnare the senses. I can tell you how to bottle fame, brew glory and even put a stopper...  in death.  Then again, maybe some of you have come to Hogwarts in possession of abilities so formidable that you feel confidant enough to not...pay...attention.  Mr. Potter. Our...new...celebrity. Tell me, what would I get if I added powdered root of asphodel to an infusion of wormwood?  You don't know? Well, let's try again. Where, Mr. Potter, would you look if I asked you to find me a bezoar?",1
304,Harry Potter and the Philosopher's Stone,Potions and Parcels,Harry Potter,"I don't know, sir.",1
305,Harry Potter and the Philosopher's Stone,Potions and Parcels,Severus Snape,And what is the difference between monkshood and wolfbane?,1
306,Harry Potter and the Philosopher's Stone,Potions and Parcels,Harry Potter,"I don't know, sir.",1
307,Harry Potter and the Philosopher's Stone,Potions and Parcels,Severus Snape,"Pity. Clearly, fame isn't everything...  is it, Mr. Potter?",1
308,Harry Potter and the Philosopher's Stone,Potions and Parcels,Harry Potter,"Clearly, Hermione knows. Since it's a pity not to ask her.",1
309,Harry Potter and the Philosopher's Stone,Potions and Parcels,Severus Snape,"Silence.  And put her hand down, you silly girl.  For your information, Potter... asphodel and wormwood make a sleeping potion so powerful, it is known as the Draught of Living Death. A bezoar is a stone taken from the stomach of a goat and it will save you from most poisons. As for monkshood and wolfsbane, they are the same plant, which also goes by the name of aconite.  Well?  Why aren't you all copying this down?  And Gryffindors, note that five points, will be taken from your house... for your classmate's cheek.",1
